category,item_zh,item_en,date_or_time_kst,location_zh,location_en,action_zh,action_en,source_name,source_url,source_type,confidence,guide_priority,needs_recheck,notes
local_transport,Seoul 交通卡折扣,Seoul transit card discounts,,Seoul subway / buses,Seoul subway / buses,使用交通卡并上下车刷卡，争取公交地铁换乘折扣。,Use and tap the transit card correctly to get bus/subway transfer discounts.,VisitSeoul Transportation,https://english.visitseoul.net/transportation,official_tourism,medium,include,no,Search snippet confirms KRW 100 and transfer discount details; page fetch was minimal.
local_essentials,电源和插头,Power and plugs,,韩国全境,Korea,带 Type C/F 两圆孔转换头；韩国标准为 220V/60Hz；检查设备是否支持 100-240V。,Bring Type C/F round-pin adapters; Korea uses 220V/60Hz; check whether devices support 100-240V.,VisitKorea Electricity & Communications,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=140041,official_tourism,high,must_include,no,"VisitKorea says adapters can be borrowed/purchased at hotels, airports, retail stores, duty-free shops, and convenience stores."
local_essentials,紧急电话,Emergency calls,24/7,韩国全境,Korea,报警 112；火警/急救 119；感染病 1339；旅游热线 +82-2-1330；失物 Lost112 +82-2-182。,Police 112; fire/medical 119; infectious disease 1339; travel hotline +82-2-1330; Lost112 +82-2-182.,VisitKorea Emergency Situations,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=140042,official_tourism,high,must_include,no,"1330 supports Korean, English, Japanese, Chinese, Russian, Vietnamese, Thai, and Indonesian."
local_essentials,Seoul Free WiFi 和热线,Seoul Free WiFi and hotlines,24/7 hotline for 1330,Seoul,Seoul,把 1330 旅游热线和 1345 immigration hotline 放到指南首页或 emergency card。,Put 1330 travel hotline and 1345 immigration hotline on the guide front page or emergency card.,Seoul Metropolitan Government,https://english.seoul.go.kr/policy/smart-city/seoul-free-wifi/,official_government,high,must_include,no,"Seoul page lists domestic/international numbers for 120, 1330, and 1345."
weather,ICML 周天气风险,ICML week weather risk,Forecast checked 2026-07-02 for Jul 7-12,Seoul,Seoul,按梅雨/闷热处理：带轻便雨具、可防水鞋、薄外套和水杯；尽量用 COEX/Starfield 室内动线。,"Plan for monsoon-like humidity and rain: bring light rain gear, water-resistant shoes, a light layer, and a water bottle; prefer indoor COEX/Starfield routes.",Weather forecast,web.weather: Seoul forecast captured 2026-07-02 for Jul 7-12,weather_forecast,medium,must_include,yes,Forecast showed rain/thunderstorm risk and very humid conditions from Jul 7-12; update daily during conference week.
conference_tools,ICML 官方 App,Official ICML app,Install before arrival,手机,Mobile phone,会前安装 iOS/Android 官方 app；用于 QR code check-in、日程、本地保存和参会者聊天。,"Install the official iOS/Android app before arriving; use it for QR-code check-in, schedule lookup, local saved schedules, and attendee chat.",ICML home / app store pages,https://icml.cc/Conferences/2026,app_store,high,must_include,yes,Android page: https://play.google.com/store/apps/details?id=com.atonyman.icml ; iOS page: https://apps.apple.com/us/app/icml/id6759976518
conference_tools,Career Site,Career Site,,ICML 网站,ICML website,想找工作/实习/industry connect 的参会者，注册后登录 Career Site 查看。,"Attendees looking for jobs, internships, or industry connections should log into the Career Site after registration.",ICML Career Opportunities,https://icml.cc/careers/,official,high,include,yes,Page says paid registration is required to view job postings.
sponsors_expo,Sponsor / Exhibitor 信息,Sponsor / exhibitor information,Expo/Tutorial Day: 2026-07-06,ICML Expo / sponsor area,ICML Expo / sponsor area,把赞助商/booth 当作招聘、产品、研究合作路线；最终 booth list 和 booth map 需要会前再抓。,"Treat sponsors/booths as recruiting, product, and research-collaboration routes; final booth list and map still need pre-conference refresh.",ICML sponsor information,https://icml.cc/sponsors/sponsorinfo,official,medium,include,yes,Sponsor page links to exhibitors portal; public page notes recruitment database access in sponsor levels.
official_socials,官方 Socials / Mentoring 定位,Official socials and mentoring positioning,,ICML 官方日程,ICML official schedule,官方 socials 更适合研究交流；商业宣传/招聘应归到 sponsor/expo 或外部 side events。,Official socials are intended for research connections; commercial promotion and recruiting should be treated as sponsor/expo or external side-event material.,ICML Call for Socials and Mentoring Forums,https://icml.cc/Conferences/2026/CallForSocials,official,high,include,yes,Useful for separating official social guide from company dinner guide.
visa_hotel,签证邀请信,Visa invitation letter,,ICML 网站,ICML website,只从 ICML 网站申请邀请信；不要用第三方 booking agency；需要先买 in-person registration。,Request invitation letters only from the ICML site; do not use third-party booking agencies; in-person registration is required.,ICML Visa Information,https://icml.cc/Conferences/2026/VisaInformation,official,high,include,no,ICML page says ICML cannot provide a Business Registration Certificate.
visa_hotel,官方酒店预订,Official hotel booking,,ICML housing link,ICML housing link,若还没订房，只走 ICML hotel page 的 Resiada 链接；不要被第三方会议酒店代理误导。,"If still booking, use the Resiada link on the ICML hotel page; avoid third-party conference-hotel agents.",ICML Hotel Information,https://icml.cc/Conferences/2026/Hotels,official,high,include,yes,Availability changes quickly.
family,未成年人和儿童照护,Minors and childcare,,ICML 会场,ICML venue,14-17 岁可随注册 guardian 免费入场但需 waiver；4 个月至 13 岁 childcare 已关闭且无 onsite reservation。,Ages 14-17 may attend free with a registered guardian and waiver; childcare for ages 4 months to 13 years is closed with no onsite reservations.,ICML Attending with Children,https://icml.cc/Conferences/2026/ChildCare,official,high,include,no,Minors must remain with guardian and can attend only events without alcohol.
